"2025-06-19 15:15:31","(measured during a physical exam or hospital visit)","https://x.com/yuuki26/status/1935582194711642375"
"2025-06-19 15:15:06","#history of my height and weight

2025-06-17: 163.3 cm (5 ft 4.29 in), 51.3 kg (113 lb)
2025-01-27: 163.5 cm (5 ft 4.37 in), 54.5 kg (120 lb)
2024-06-26: 163.4 cm (5 ft 4.33 in), 49.0 kg (108 lb)
2023-06-28: 163.6 cm (5 ft 4.41 in), 49.3 kg (109 lb)","https://x.com/yuuki26/status/1935582090034364606"
"2025-06-19 13:05:46","hey beary
🧸: i'm bear *slap*","https://x.com/yuuki26/status/1935549541882757518"
"2025-06-19 01:29:54","you don't need to say you learned anything from me. you're free to sell my videos, images, or posts as if you made them yourself","https://x.com/yuuki26/status/1935374421427994770"
"2025-06-19 00:04:53","my work for humanity is done. i couldn't even taste my breakfast.","https://x.com/yuuki26/status/1935353027071807548"
"2025-06-18 22:34:13","@no_tl
https://pastebin.com/2Lc5cg6d https://twitter.com/yuuki26/status/1935329075406717093","https://x.com/yuuki26/status/1935330212163817885"
"2025-06-18 22:29:42","Detailed explanation of 1/√2 = x https://x.com/yuuki26/status/1935329075406717093/photo/1","https://x.com/yuuki26/status/1935329075406717093"
"2025-06-18 21:04:27","added chapters","https://x.com/yuuki26/status/1935307619482165506"
"2025-06-18 18:49:30","What are trigonometric functions? Definition of trigonometric functions explained.
#math #studytwt #yuukiyoutube

(subtitles available)
https://youtu.be/qp4OmQCbqIk https://x.com/yuuki26/status/1935273659759034871/video/1","https://x.com/yuuki26/status/1935273659759034871"
"2025-06-18 11:54:56","just woke up","https://x.com/yuuki26/status/1935169328539644274"
"2025-06-18 03:02:12","Just uploaded a video explaining the definition of trigonometric functions in Japanese.
I will upload the English dub as soon as possible.
https://youtu.be/5YWW6i0cfn8","https://x.com/yuuki26/status/1935035262108594311"
"2025-06-16 16:59:01","had breakfast","https://x.com/yuuki26/status/1934521077960503748"
"2025-06-16 13:21:45","too focused to drink any caffeine yesterday","https://x.com/yuuki26/status/1934466400757670071"
"2025-06-16 03:44:11","i can't stand not being treated like a princess. if i'm not, i'll quit that place in a second","https://x.com/yuuki26/status/1934321054199017585"
"2025-06-16 00:54:41","on x, he'd just get k*lled (blocked). but in real world “schools” such people are still surviving. we can no longer tolerate their bs anymore.","https://x.com/yuuki26/status/1934278395417739449"
"2025-06-16 00:21:09","a middle schooler from Kagawa, Japan, said her math teacher mocked her in class for getting into an online high school, calling her sneaky and stupid.
i don't think he's been arrested yet.","https://x.com/yuuki26/status/1934269957035962730"
"2025-06-15 21:17:58","y'' = -y, y(0) = 1, y'(0) = 0
how can we say that y = cos x is the unique solution?
maybe we need the existence and uniqueness theorem
https://en.wikipedia.org/wiki/Picard%E2%80%93Lindel%C3%B6f_theorem","https://x.com/yuuki26/status/1934223859743334708"
"2025-06-15 20:04:38","not sure if it can be justified.
maybe defining e^ix as the solution to y' = iy, y(0) = 1?
i don't really get differential equations.
it may work as a motivation to define e^ix = cis x, tho.","https://x.com/yuuki26/status/1934205401857163313"
"2025-06-15 19:30:19","Strang, Gilbert. “Calculus” (3rd ed.), §10.4, p. 455.
in “a different proof of Euler’s formula”, the rhs is written in polar form as
e^ix = r(cos θ + i sin θ)
where r and θ are functions of x.
https://ocw.mit.edu/courses/res-18-001-calculus-fall-2023/resources/mitres_18_001_f17_ch10_pdf/","https://x.com/yuuki26/status/1934196768486678620"
"2025-06-15 18:28:50","New proof of Euler's formula. I discovered it yesterday
e^ix = cos x + i sin x https://x.com/yuuki26/status/1934181292687401230/photo/1","https://x.com/yuuki26/status/1934181292687401230"
"2025-06-14 21:41:32","had oysters and char siu menma¹ tonight

¹ braised pork with seasoned bamboo shoots https://x.com/yuuki26/status/1933867401059123331/photo/1","https://x.com/yuuki26/status/1933867401059123331"
